path,area,lines,sha256
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ParallelReviewPreparationCompiler.kt,review,322,0db2b9c872479a0c582242da235c66c810f4853df591927de9a7aa71cc499f64
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/RequestedReviewMode.kt,review,12,e890b2e8765623470a9b811fc30b73745ed573984f513af2c2cc85a5bdb7ae76
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewAccountingProjection.kt,review,90,ff239e0a7418c8b938ce7d8e675cb2fc352830e84ddd72bf5f4632aee0244063
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewClaimVerificationLaunch.kt,review,39,961b6e2fbcd63a31141a4476b118755146702018724e2cacc2981e04fe777ae6
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewClaimVerificationRunner.kt,review,386,505f52595359879be21b5c196bdebc51bb25b16ff3925fb12ac2688ea9d87bd9
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewCommitEnvelopeFragments.kt,review,105,4d4514de307573c36f1151ec6728370ddc0a36cf51ebdc980a3cf6ae3dcb3e9c
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewCommitSequenceResolver.kt,review,28,59b3be19b5bcd7152e38d77b00d640cdc96b5aa3a42e70e4eb352b04354ab568
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewContractMappers.kt,review,126,d0c5ac9c27fc915670eac32cc060cfb8f223aa72097926180bbac79f5f4f6369
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewEnvelopeFragments.kt,review,95,5dbe30fc5465ba369730ecdef25a1c4b99a191490665dde68550ab79eb6a85cc
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewHunkStoreIndexing.kt,review,144,15ab56dd79d339c250c9e33800289b59fb529bbd78b65b4771bc869ebf368bb3
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewIntegrationPassRunner.kt,review,195,9d9039e62caafd826652c7eb3456d2cd7f57c6151defebf79442b1c6b2c45f40
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewLocatorHunkBodyExtractor.kt,review,9,2ed2a17813c83b8fa715f18d2e4d2aada36bcba51e9eda18f9690def941da0d9
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewPacketProjection.kt,review,233,9870153317d37057307c14f299e31393459fd6f28cc25fe40786bcd4ec5ea505
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewPacketProjectionEnvelope.kt,review,17,52150c301422b25df1e28a88fbea2d2fde4605e89c5f45e54ac837eadf42ae50
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewPreparationService.kt,review,388,689d1a478a1fc9b62eb2784d866c85b0985c17d092e401317a270d177368e7e4
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewService.kt,review,123,b0410d2d103dd5a380764e0889128dc4ceda483af146d7cd3a848d6e53c404b6
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewServiceLaneComposition.kt,review,46,9d49a24a25e1ac3a2936b64381182bcf3481b61332851530d4612dd7545da312
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewServiceStatsQueries.kt,review,57,1c753a5dcdad7f2666f0d41f413a8ffddfd9498ab04790d92c82709734ef259d
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewServiceTriage.kt,review,99,f4c04a2d2eaad9f01fd2d1834b20495416121b77714d0ab1c2f820223e7610a8
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewSnapshotPruneService.kt,review,42,aa0b531400481a05bb614a9ef29b44ad05a4ae058e63461529dac894018c3623
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewSpecAdjudicationRunner.kt,review,348,952e7b82164c3520a7407550a2628b8a80c9f2d7eee7a6e08311fae5622a57ba
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewSpecIntentProjectionWire.kt,review,18,2e588bcf9ec6f927bc3f3c2e5a855aabe0ac0f14dc1cdb5d4fbe6db059deb14e
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewStageResumeSelection.kt,review,42,8bb7cb5fcd8cae5d31222ea704210213bf086e5541a64b0057ea9c75bf0cc97c
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewStatsContractFindingPayloadMappers.kt,review,67,b83c92f3a58daf6dea2be6c794c2981736210d6f77cd62ade1914d5b3febaef0
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewStatsContractMappers.kt,review,37,829b20322f1922d0ffecffc7b02214c5dd8885b373a0f3be279038dba67698fc
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewStatsContractStageMetricsPayloadMappers.kt,review,39,9749eb31b803f41fc39a4e89932c65fb0222ebf90718b7ce56d4377cacb13430
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/ReviewStatsContractWorkflowPayloadMappers.kt,review,112,f1e949eb9efcf6d6e42536a3f0090745b697ed98d07a853d92d53c1c8f85aaa8
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/RuntimeOwnedReviewMode.kt,review,24,768fd8a8f633d327a5b73b9ae1ad04719aa7f13a70e4b0c67bb532745aac2502
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/SpecIntentProjectionExtractor.kt,review,124,16fa791a15f9a35c31cfff845976a6b5ed1877bf4ad3517543a3e7d7e2281c45
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/SpecIntentProjectionResolver.kt,review,202,f947f9e576e4ce5103892be35c64614e455562909de3450bd5d4cb81470d44ce
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/SpecIntentProjectionWireMap.kt,review,18,c3522b302a1b7fc6d5f2f77251acd038404c6bfea94002d7a7448901d19c4c8f
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/CodeReviewExecutionMode.kt,review,5,3c4fb30a2991b6897b97720f9b647565feca32e06ec5f0f306ce94aa7d7483e4
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ParallelCodeReviewModels.kt,review,130,1d81695f67ec0e8cfdc3812aa6b75d09279d8aef9d0c36757e0a63948bb45dde
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ParallelCodeReviewRunnerBoundaries.kt,review,51,770364076633ef1d1363632e9d2cd28e42933c8edc4a7389148412dce14428f8
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ReviewContextEnvelope.kt,review,23,ec0b631b917ffd2a3d49e794553a499e150dd8c7fab51b369a28984effa13f42
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ReviewPreparationModels.kt,review,27,e8004cfefef21684388008f1afa4073751d590a972be429257595cffc545fdaf
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ReviewResults.kt,review,72,98aa2d87d4564220eeabbc911713cddd008d2bbd61fc201485aca6bca2849482
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ReviewSnapshotPruneResult.kt,review,15,1afa877b2c18daa106eb70eaa716d8ce6d37d74356287f02e4b5cce5cbda6538
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ReviewSpecialistLaunchModels.kt,review,40,8cb97fac78c24f1ae0a4b8bc71dd4d3798b16d693ab764692bf705d5513c7ced
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ReviewStageRunnerOutcomes.kt,review,20,656638e28fd1edc441bcc79613698f5cbb93ca6021e92285b493372db9f194e8
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/review/model/ReviewStageRunnerRequests.kt,review,42,0d02c00281d4290de771390350f5da114ff60a37720852fe19d287d6b82cbb15
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/FeatureTaskRuntimeSharedReviewEvidenceResolver.kt,reviewevidence,91,fcd19b8bccde77105f3d7f71744a69f430ab8cf26d2aabbfac85c784985de3b5
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/ReviewCommitSequenceModels.kt,reviewevidence,13,7518686e857a21ff0893f727bc91052833717b0b828b98e59c3f344ff3f68f9c
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/ReviewDiffEvidence.kt,reviewevidence,43,55f6b5756d150886079e3ede9cc466bc5fd671ed598f828c0b230b37634117ae
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/ReviewDiffEvidenceGitPathDecoding.kt,reviewevidence,119,38aad63d568786deae00ecc297b6df270dcc513434583bc4c99b3cb7c8eb9a65
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/ReviewDiffEvidenceParsing.kt,reviewevidence,49,1e27ac7a3b74ec17a303afc3cb79fc5bb69f87786e4df6acfa58daa1fd1766b3
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/ReviewDiffEvidencePathParsing.kt,reviewevidence,73,6374fe2e6f9b8ecbe8ea7c156231380df7bc7c73c84827d5f16bcaf261f929d2
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/ReviewEvidenceScopeModels.kt,reviewevidence,7,38137e89e4e3f9ecbf7631aa1e80374ded8613e8b67b6024a064d765504cab3b
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/SharedReviewEvidenceAssembly.kt,reviewevidence,177,a5c1561af5a18c3649267d3e777316a2a22abcce0ebdb7826881eaa46ee73ca5
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/SharedReviewEvidenceCodec.kt,reviewevidence,71,013e5164f6637baf6a4df6ffc95027e87f7a372edd13da37348ec3990e0a72ab
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/SharedReviewEvidenceResolution.kt,reviewevidence,105,a5d678d8362ac2923d18ddc80a182c2feffe729bae8a6232ecc7affd52a76e5f
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/model/FeatureTaskRuntimeSharedReviewEvidenceResolved.kt,reviewevidence,9,9ccb376b1fd7c7773a251d294dc47a22ebfdfc5b8e24a072c774afe4515af93f
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/reviewevidence/model/ReviewEvidenceScopeModels.kt,reviewevidence,12,94e32fab71879b5415f7fd3f9358042156cac8b9a8df91915fe366b311e8c228
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/runtime/RuntimeSingleton.kt,runtime,7,5bb6e679dcec5390d292d0b74bc866dc4430f88a5846afc9d4dcdc03b9cce0a6
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/runtimepersistence/RuntimeOwnedPersistenceBoundary.kt,runtimepersistence,70,c99e6d245f7505829329a8ed8ec615fe2b0aca3e784586e3bc4c10b6bfd23649
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/scaffold/InstallAgentService.kt,scaffold,58,56cc29cc9f2d2e5d81dadca8edda5ae0e74ceca791865b92e52bdd2174cf37f2
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/scaffold/SkillRemove.kt,scaffold,137,a230777e796d7b75988cb39aab7d8e9a359d470731b81c921b4e2908c68b047e
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/specsource/SpecSourceResolver.kt,specsource,37,de5dfe0a88eb0b401c7f623b3fdba3a6c00ae8d2debc9f428f186b3486e69eb2
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/system/RuntimeProvenanceService.kt,system,78,1f5590368fd1ba6f70aaefc5d9e141d4a687f071d35bed1cdc29b69bc1186189
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/system/SystemService.kt,system,29,ae44ac7b1b2c40fa2b5d1249992719e2d4f27210c35bdb3bbe149085457c62f6
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/BlockedReasonNormalizer.kt,telemetry,24,52075bc2edd64918063c0472b0f216c260f220769498aa3483eb36ea03a6c2f7
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/CommonTelemetryValidators.kt,telemetry,13,5bb3b38cce800c3e411a4df37ec92e02e07c9fe15f6698f1269982cad99d26d7
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/FeatureVerifyTelemetryValidator.kt,telemetry,13,f14b0c32b77c033510fb4d4b912566ea13ea7b13204caf09ed4b0d6499016216
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/GoalLifecycleTelemetryEmitter.kt,telemetry,28,ee966a00ae14426a24df57e066c0d7ac41787031b96d3bcefd3b7c5efef49d03
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/GoalTelemetryRecordMappers.kt,telemetry,64,d7f845a12bae546c8f2f93f7ce875bc946c17cd2c75455b0cae8ad72c3b4d0d9
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/LifecycleTelemetryGoalEmission.kt,telemetry,123,8cc7d69fc84f9515d7907f72eb86bf9d210a2633479df5d06091981c4bc41847
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/LifecycleTelemetryIds.kt,telemetry,18,07ab3fd31d1e86e88f24c16a6f5f224c35af8d101ab748e377514a757eed0cbe
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/LifecycleTelemetryPayloads.kt,telemetry,164,d175886be7f592c0cd66cb2a1a2a4bc16ae99572a0da69e4016adaa987ddb079
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/LifecycleTelemetryRecordMappers.kt,telemetry,104,9f960d5901b931501e2f375e50db365574af0ba7768707f3c3404c53dd950149
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/LifecycleTelemetryService.kt,telemetry,117,43bc97805756684d3b5fcf1d54cc3b3db566b94adb9e937f870a10cee04ef387
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/PrDescriptionEditDetection.kt,telemetry,13,b4fd943b6f7127e1b9ef0253de661a51d4633a232fa7f2004144a67d7c6c300f
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/QualityCheckTelemetryValidator.kt,telemetry,13,d6091149c2deea7c2893528419a4555ffb82542c453349a08923144153f1a13d
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/RuntimeExceptionTelemetry.kt,telemetry,34,c5f3d23b395f49cfb67af38520ae77ad7879d4b69412a654e1e02b98212e43ce
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/TelemetryLevelMutationService.kt,telemetry,39,dc702c4fb813625c0bfa4c1063cd22af012286f38393402dd82d52855024f80f
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/TelemetryService.kt,telemetry,221,93adfdd68da888e0e6ee491304af677fe770aee5b482e8210b5e146fd6704963
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/config/TelemetryConfigMutationRuntime.kt,telemetry,32,b22d33356ae8ae390f5c759c61fbccd19f4d6e2f9ec7f33a7cb2d4ac612afcc4
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/config/TelemetryConfigMutations.kt,telemetry,73,8f8ffc9a17b29fdebc698c2d2ad85b81c9ce4a5bb77cd7a348c5d1bc4c92a442
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/config/TelemetryConfigRuntime.kt,telemetry,37,cacc57036c3a8b4a672157746b5621da226fd6f7a8f4b00496aa1231a64db09b
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/config/TelemetrySettingsFromStore.kt,telemetry,127,69ded47e77ed31f43f447b73356962147f46f56026c4edfbb8e8bec38fdda71f
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/http/TelemetryHttpRuntime.kt,telemetry,22,e0a2eea3c6a02ce14cdd0b28125b8fbf4f84b59a987b87b338e967cde3e26dac
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/model/LifecycleTelemetryRequests.kt,telemetry,171,0b89677f993620dc40cc7c2a70d93915b3b7a78db9a37dc1051fc282828f6812
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/model/TelemetryResults.kt,telemetry,54,0a40a1fb40ca0420ce0512d5419a71af352209888e88f0965d08dae69e3cfd75
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/model/TelemetrySyncPayload.kt,telemetry,6,0308d1af99f93136d64e8b14bb6a3bfbb1d3d6d4488afd28d316f001c6d7432d
runtime-kotlin/runtime-application/src/main/kotlin/skillbill/application/telemetry/settings/DefaultTelemetrySettingsProvider.kt,telemetry,20,8b3c35394920bf8eeeac0edf7c8ec487c3a80f67d38f403c653944c943cdb255
